synset_id,sense_id,sense_term
9224-N,9224-N-122282,РЕСПИРАТОРНО-ВИРУСНЫЙ ЗАБОЛЕВАНИЕ
9224-N,9224-N-691497,РЕСПИРАТОРНЫЙ ВИРУСНЫЙ ИНФЕКЦИЯ
134589-N,134589-N-191110,РОДИНКА
134589-N,134589-N-719904,РОДИМЫЙ ПЯТНО
118096-N,118096-N-734877,РУБЦЕВАНИЕ РАНА
118096-N,118096-N-151999,РУБЦЕВАНИЕ
116068-N,116068-N-722142,ВЫПАДЕНИЕ ОСАДКИ
116068-N,116068-N-135502,ВЫПАДЕНИЕ
114828-N,114828-N-135502,ВЫПАДЕНИЕ
117618-N,117618-N-135502,ВЫПАДЕНИЕ
117618-N,117618-N-722147,ВЫПАДЕНИЕ ВОЛОСЯНОЙ ПОКРОВ
978-N,978-N-111248,СВИНЕЦ
120408-N,120408-N-206540,ТОЛЕРАНТНОСТЬ
120408-N,120408-N-202300,ТЕРПИМОСТЬ
120408-N,120408-N-728799,ТЕРПИМОСТЬ К ЛЮДИ
126329-N,126329-N-172394,ИКОТА
126329-N,126329-N-172393,ИКАНИЕ
144031-N,144031-N-680298,АУТИЗМ
144031-N,144031-N-714685,АУТИСТИЧЕСКИЙ МЫШЛЕНИЕ
6004-N,6004-N-206091,ДЕТСКИЙ ПАРАЛИЧ
6004-N,6004-N-109153,ПОЛИОМИЕЛИТ
614-N,614-N-182715,НЕЖНЫЙ ВОЗРАСТ
614-N,614-N-103083,ДЕТСКИЙ ВОЗРАСТ
614-N,614-N-103098,ДЕТСТВО
8819-N,8819-N-742126,КАРБАМИД
8819-N,8819-N-116335,МОЧЕВИНА
119407-N,119407-N-158579,НАПРЯЖЕННОСТЬ
119074-N,119074-N-189450,ПРИНУЖДЕННОСТЬ
119074-N,119074-N-159688,НАТЯНУТОСТЬ
119074-N,119074-N-158579,НАПРЯЖЕННОСТЬ
120042-N,120042-N-721968,УМЕНЬШЕНИЕ ВЕС
120042-N,120042-N-160976,ОБЛЕГЧЕНИЕ
8395-N,8395-N-100676,АЦЕТОН
981-N,981-N-114215,ЦИНК
116877-N,116877-N-145695,ОТРОЧЕСТВО
116877-N,116877-N-689961,ОТРОЧЕСКИЙ ВОЗРАСТ
116877-N,116877-N-702307,ПЕРЕХОДНЫЙ ВОЗРАСТ
116877-N,116877-N-199379,ПОДРОСТКОВЫЙ ВОЗРАСТ
107336-N,107336-N-746384,ЧУВСТВО УСТАЛОСТЬ
107336-N,107336-N-194175,УТОМЛЕННОСТЬ
107336-N,107336-N-156333,УТОМЛЕНИЕ
107336-N,107336-N-156230,УСТАЛОСТЬ
107336-N,107336-N-201372,УСТАЛЬ
151769-N,151769-N-738544,ОБРЕЧЕННОСТЬ
151769-N,151769-N-738542,ЧУВСТВО ОБРЕЧЕННОСТЬ
151769-N,151769-N-738543,ОЩУЩЕНИЕ ОБРЕЧЕННОСТЬ
5390-N,5390-N-144786,ОПЕРАЦИЯ
5390-N,5390-N-689871,ОПЕРАТИВНЫЙ ЛЕЧЕНИЕ
5390-N,5390-N-113988,ХИРУРГИЧЕСКИЙ ОПЕРАЦИЯ
5390-N,5390-N-113990,ХИРУРГИЧЕСКИЙ ЛЕЧЕНИЕ
5390-N,5390-N-120132,ХИРУРГИЧЕСКИЙ ВМЕШАТЕЛЬСТВО
5390-N,5390-N-749313,ОПЕРИРОВАНИЕ
5390-N,5390-N-120094,ХИРУРГИЧЕСКИЙ МЕТОД
5390-N,5390-N-170749,ОПЕРАТИВНЫЙ ВМЕШАТЕЛЬСТВО
5390-N,5390-N-122245,ХИРУРГИЧЕСКИЙ КОРРЕКЦИЯ
5390-N,5390-N-120121,ХИРУРГИЧЕСКИЙ ПОМОЩЬ
8574-N,8574-N-197592,УДАР ТОК
8574-N,8574-N-109242,ПОРАЖЕНИЕ ЭЛЕКТРИЧЕСКИЙ ТОК
8574-N,8574-N-115763,УДАР ЭЛЕКТРОТОК
8574-N,8574-N-197590,ЭЛЕКТРОТРАВМА
125097-N,125097-N-119687,АТРОФИЯ
125097-N,125097-N-723401,АТРОФИЯ ОРГАН
153296-N,153296-N-747845,АФРОДИЗИАК
117323-N,117323-N-139491,ИСТОЩЕНИЕ
115949-N,115949-N-156946,ХОЛОДНОСТЬ
119258-N,119258-N-760523,ХОЛОДНОСТЬ В ОТНОШЕНИЕ
119258-N,119258-N-211510,ПРОХЛАДНЫЙ ОТНОШЕНИЕ
119258-N,119258-N-201624,ХОЛОДОК
119258-N,119258-N-726185,ХОЛОД В ОТНОШЕНИЕ
119258-N,119258-N-156946,ХОЛОДНОСТЬ
119258-N,119258-N-211509,ХОЛОДНЫЙ ОТНОШЕНИЕ
119258-N,119258-N-211512,ХОЛОДОК В ОТНОШЕНИЕ
119258-N,119258-N-189762,ПРОХЛАДНОСТЬ
119258-N,119258-N-156943,ХОЛОД
119973-N,119973-N-735375,ХОЛОДНЫЙ ЦВЕТ
119973-N,119973-N-156946,ХОЛОДНОСТЬ
125067-N,125067-N-169647,АРИТМИЯ
125067-N,125067-N-744292,СЕРДЕЧНЫЙ АРИТМИЯ
125067-N,125067-N-746531,ПЕРЕБОЙ В РИТМ СЕРДЦЕ
125067-N,125067-N-746533,ПЕРЕБОЙ В РАБОТА СЕРДЦЕ
125067-N,125067-N-744293,НАРУШЕНИЕ СЕРДЕЧНЫЙ РИТМ
136420-N,136420-N-196856,ДЕФИБРИЛЛЯЦИЯ
116031-N,116031-N-750475,ПОЛУСОННЫЙ СОСТОЯНИЕ
116031-N,116031-N-137287,ДРЕМОТА
116031-N,116031-N-148129,ПОЛУСОН
116031-N,116031-N-198976,ПОЛУДРЕМА
116031-N,116031-N-137286,ДРЕМА
111190-N,111190-N-135041,ВРАЩЕНИЕ
111190-N,111190-N-134363,ВЕРЧЕНИЕ
111190-N,111190-N-713966,ВРАЩАТЕЛЬНЫЙ ДВИЖЕНИЕ
111047-N,111047-N-135041,ВРАЩЕНИЕ
111047-N,111047-N-134363,ВЕРЧЕНИЕ
118531-N,118531-N-747765,СТУПОР
118531-N,118531-N-112140,СТОЛБНЯК
118531-N,118531-N-145937,ОЦЕПЕНЕНИЕ
118531-N,118531-N-164578,СТОЛБЕНЕНИЕ
2968-N,2968-N-107590,НЕТРУДОСПОСОБНОСТЬ
2968-N,2968-N-199043,НЕРАБОТОСПОСОБНОСТЬ
2968-N,2968-N-109321,ПОТЕРЯ ТРУДОСПОСОБНОСТЬ
2968-N,2968-N-119776,УТРАТА ТРУДОСПОСОБНОСТЬ
3073-N,3073-N-114068,ХОЛЕРА
8510-N,8510-N-115503,ГОНОРЕЯ
8510-N,8510-N-155361,ТРИППЕР
131735-N,131735-N-182458,ЗАЕЗЖЕННОСТЬ
131735-N,131735-N-160519,ИЗНУРЕННОСТЬ
131735-N,131735-N-183536,ИЗНЕМОЖЕНИЕ
131735-N,131735-N-160517,ИЗМОЖДЕНИЕ
131735-N,131735-N-183538,ИЗНЕМОЖЕННОСТЬ
110356-N,110356-N-143431,НЕВРАЛГИЯ
108561-N,108561-N-110851,РЕЧНОЙ РАК
108561-N,108561-N-110528,РАК
149826-N,149826-N-728647,РАК ПО ЗНАК ЗОДИАК
149826-N,149826-N-728648,РАК ПО ГОРОСКОП
149826-N,149826-N-110528,РАК
4035-N,4035-N-108073,ОНКОЛОГИЧЕСКИЙ ЗАБОЛЕВАНИЕ
4035-N,4035-N-690807,ОНКОЛОГИЧЕСКИЙ ПРОЦЕСС
4035-N,4035-N-690809,РАКОВЫЙ ПРОЦЕСС
4035-N,4035-N-110554,РАКОВЫЙ ЗАБОЛЕВАНИЕ
4035-N,4035-N-110528,РАК
4035-N,4035-N-690808,ОНКОПРОЦЕСС
4035-N,4035-N-121787,ЗЛОКАЧЕСТВЕННЫЙ ПРОЦЕСС
4035-N,4035-N-139698,КАНЦЕР
4035-N,4035-N-165070,ОНКОЗАБОЛЕВАНИЕ
110392-N,110392-N-188705,ПСИХИЧЕСКИЙ НЕПОЛНОЦЕННОСТЬ
110392-N,110392-N-119950,ПСИХОЗ
110392-N,110392-N-188708,ПСИХИЧЕСКИЙ НЕВМЕНЯЕМОСТЬ
134258-N,134258-N-139461,ИСТЕРИЯ
134258-N,134258-N-119950,ПСИХОЗ
134258-N,134258-N-744154,МАССОВЫЙ ИСТЕРИЯ
124758-N,124758-N-178002,СЕРДЦЕБИЕНИЕ
124758-N,124758-N-178004,РИТМ СЕРДЦЕ
124758-N,124758-N-178003,БИЕНИЕ СЕРДЦЕ
124758-N,124758-N-169118,БИЕНИЕ
124758-N,124758-N-169116,ПУЛЬСАЦИЯ
124758-N,124758-N-169115,ПУЛЬСИРОВАНИЕ
116668-N,116668-N-119542,КАШЕЛЬ
7514-N,7514-N-104195,ИММУНОПРОФИЛАКТИКА
7514-N,7514-N-104184,ИММУНИЗАЦИЯ
129312-N,129312-N-178480,ТРЕЗВЕННИК
129312-N,129312-N-178481,ТРЕЗВЕННИЦА
10054-N,10054-N-118232,ДЕТСКИЙ ЦЕРЕБРАЛЬНЫЙ ПАРАЛИЧ
10054-N,10054-N-188712,ЦЕРЕБРАЛЬНЫЙ ПАРАЛИЧ
10054-N,10054-N-120205,ДЦП
132795-N,132795-N-186058,ЛАБОРАТОРНЫЙ ИСПЫТАНИЕ
132795-N,132795-N-200629,ЛАБОРАТОРНЫЙ ИССЛЕДОВАНИЕ
114597-N,114597-N-744098,ВЕСЬ НА НЕРВ
114597-N,114597-N-744099,СПЛОШНОЙ КОМОК НЕРВ
114597-N,114597-N-207737,НЕРВОЗНОСТЬ
114597-N,114597-N-731050,НЕРВОЗНЫЙ СОСТОЯНИЕ
114597-N,114597-N-166708,НЕРВНОСТЬ
114597-N,114597-N-143599,НЕРВНЫЙ СОСТОЯНИЕ
114597-N,114597-N-707765,НА ВЗВОД
114597-N,114597-N-744097,КОМОК НЕРВ
114597-N,114597-N-727241,ВЗВИНЧЕННОСТЬ
114597-N,114597-N-727239,ВЗВИНЧЕННЫЙ СОСТОЯНИЕ
119048-N,119048-N-163310,ПРОСТРАННОСТЬ
119048-N,119048-N-158522,МНОГОСЛОВНОСТЬ
119048-N,119048-N-178094,МНОГОСЛОВИЕ
138478-N,138478-N-745204,МАЛОКОМПЕТЕНТНОСТЬ
138478-N,138478-N-166608,БЕЗГРАМОТНОСТЬ
138478-N,138478-N-712878,МАЛОГРАМОТНОСТЬ
138478-N,138478-N-166610,НЕГРАМОТНОСТЬ
138478-N,138478-N-204786,НЕКОМПЕТЕНТНОСТЬ
123453-N,123453-N-166608,БЕЗГРАМОТНОСТЬ
123453-N,123453-N-166610,НЕГРАМОТНОСТЬ
117269-N,117269-N-138809,ЗЛОУПОТРЕБЛЕНИЕ
117269-N,117269-N-751885,ЧРЕЗМЕРНЫЙ ПОТРЕБЛЕНИЕ
117269-N,117269-N-747968,ЧРЕЗМЕРНЫЙ УПОТРЕБЛЕНИЕ
117268-N,117268-N-138809,ЗЛОУПОТРЕБЛЕНИЕ
5448-N,5448-N-100420,АММИАК
133355-N,133355-N-187588,ОПЛОДОТВОРЕНИЕ
148837-N,148837-N-722573,ИЗБЫТОЧНЫЙ МАССА
148837-N,148837-N-722575,ЛИШНИЙ ВЕС
148837-N,148837-N-722572,ИЗБЫТОЧНЫЙ МАССА ТЕЛО
148837-N,148837-N-722574,ИЗБЫТОЧНЫЙ ВЕС
145293-N,145293-N-691501,ИНФЕКЦИЯ ДЫХАТЕЛЬНЫЙ ПУТЬ
145293-N,145293-N-691500,РЕСПИРАТОРНЫЙ ИНФЕКЦИЯ
118629-N,118629-N-183362,ЗЕВОК
126279-N,126279-N-172234,ЗЕВАНИЕ
126279-N,126279-N-199294,ПОЗЕВЫВАНИЕ
126279-N,126279-N-183362,ЗЕВОК
126279-N,126279-N-172236,ЗЕВОТА
4046-N,4046-N-105856,ЛЕЧЕБНО-ПРОФИЛАКТИЧЕСКИЙ ПОМОЩЬ
4046-N,4046-N-118904,ПРОФИЛАКТИКА ИНФЕКЦИЯ
4046-N,4046-N-179841,ПРОФИЛАКТИЧЕСКИЙ ОСМОТР
4046-N,4046-N-121829,ПРОФИЛАКТИЧЕСКИЙ ЛЕЧЕНИЕ
4046-N,4046-N-120775,ЛЕЧЕБНО-ПРОФИЛАКТИЧЕСКИЙ УСЛУГА
4046-N,4046-N-753406,ПРОФИЛАКТИКА ЗАБОЛЕВАНИЕ
4046-N,4046-N-753404,ПРОФИЛАКТИКА БОЛЕЗНЬ
4046-N,4046-N-106285,МЕДИЦИНСКИЙ ПРОФИЛАКТИКА
4046-N,4046-N-124062,МЕДИКО-ПРОФИЛАКТИЧЕСКИЙ ДЕЛО
4046-N,4046-N-120923,МЕДИКО-ПРОФИЛАКТИЧЕСКИЙ МЕРОПРИЯТИЕ
4046-N,4046-N-120773,ЛЕЧЕБНО-ПРОФИЛАКТИЧЕСКИЙ ОБСЛУЖИВАНИЕ
4046-N,4046-N-120774,ЛЕЧЕБНО-ПРОФИЛАКТИЧЕСКИЙ ДЕЯТЕЛЬНОСТЬ
4046-N,4046-N-105857,ЛЕЧЕБНО-ПРОФИЛАКТИЧЕСКИЙ РАБОТА
4046-N,4046-N-117001,ЛЕЧЕБНО-ПРОФИЛАКТИЧЕСКИЙ МЕРОПРИЯТИЕ
4046-N,4046-N-110195,ПРОФИЛАКТИЧЕСКИЙ МЕДИЦИНА
4046-N,4046-N-120771,ЛЕЧЕБНО-ОЗДОРОВИТЕЛЬНЫЙ РАБОТА
4046-N,4046-N-120770,ЛЕЧЕБНО-ОЗДОРОВИТЕЛЬНЫЙ МЕРОПРИЯТИЕ
119842-N,119842-N-155835,УЗЕЛ
119842-N,119842-N-213447,УЗЕЛОК
111184-N,111184-N-133030,АППЕНДИЦИТ
137523-N,137523-N-201499,ЭНТЕРИТ
111388-N,111388-N-712020,РЕЖУЩИЙ БОЛЬ
111388-N,111388-N-692196,РЕЗКИЙ БОЛЬ
111388-N,111388-N-151703,РЕЗЬ
637-N,637-N-109669,ПРЕСТУПЛЕНИЕ
637-N,637-N-208219,УГОЛОВЩИНА
637-N,637-N-113309,УГОЛОВНО-ПРАВОВОЙ ДЕЯНИЕ
637-N,637-N-113308,УГОЛОВНО-ОПАСНЫЙ ДЕЯНИЕ
637-N,637-N-167934,УГОЛОВНОНАКАЗУЕМЫЙ ДЕЯНИЕ
637-N,637-N-167933,УГОЛОВНО-НАКАЗУЕМЫЙ ДЕЯНИЕ
637-N,637-N-113318,УГОЛОВНЫЙ ПРЕСТУПЛЕНИЕ
637-N,637-N-122203,УГОЛОВНЫЙ ПРАВОНАРУШЕНИЕ
637-N,637-N-754674,СОДЕЯННОЕ
637-N,637-N-109683,ПРЕСТУПНОСТЬ
637-N,637-N-109682,ПРЕСТУПНЫЙ ПОСЯГАТЕЛЬСТВО
637-N,637-N-109681,ПРЕСТУПНЫЙ ДЕЯНИЕ
637-N,637-N-109680,ПРЕСТУПНЫЙ ДЕЙСТВИЕ
637-N,637-N-702843,ПРЕСТУПНЫЙ ДЕЯТЕЛЬНОСТЬ
637-N,637-N-122875,ПОДСУДНЫЙ ДЕЛО
637-N,637-N-115257,ВОЛНА НАСИЛИЕ
637-N,637-N-176370,КРИМИНАЛ
637-N,637-N-116317,КРИМИНАЛИЗАЦИЯ
637-N,637-N-192496,ОБЩЕУГОЛОВНЫЙ ПРЕСТУПЛЕНИЕ
637-N,637-N-122086,ОБЩЕСТВЕННО-ОПАСНЫЙ ПОСЯГАТЕЛЬСТВО
637-N,637-N-119210,КРИМИНАЛЬНЫЙ ДЕЯТЕЛЬНОСТЬ
637-N,637-N-119201,КРИМИНАЛЬНЫЙ СФЕРА
637-N,637-N-120539,КРИМИНАЛЬНЫЙ ПОСЯГАТЕЛЬСТВО
637-N,637-N-107895,ОБЩЕСТВЕННО-ОПАСНЫЙ ДЕЯНИЕ
637-N,637-N-192501,ОБЩЕСТВЕННО ОПАСНЫЙ ДЕЯНИЕ
637-N,637-N-122348,ОБЩЕСТВЕННО-ОПАСНЫЙ ДЕЙСТВИЕ
637-N,637-N-192498,КРИМИНАЛЬНЫЙ ПРЕСТУПЛЕНИЕ
637-N,637-N-119755,ОБЩЕСТВЕННО ОПАСНЫЙ ДЕЙСТВИЕ
637-N,637-N-119754,ОБЩЕСТВЕННО ОПАСНЫЙ БЕЗДЕЙСТВИЕ
637-N,637-N-120538,КРИМИНОГЕННЫЙ СФЕРА
637-N,637-N-118217,КРИМИНАЛЬНЫЙ ДЕЙСТВИЕ
637-N,637-N-125413,КРИМИНАЛЬНЫЙ СОБЫТИЕ
141542-N,141542-N-213980,СТАРЧЕСКИЙ МАРАЗМ
141542-N,141542-N-676759,СЕНИЛЬНЫЙ ДЕМЕНЦИЯ
141542-N,141542-N-213979,СТАРЧЕСКИЙ СЛАБОУМИЕ
141542-N,141542-N-676760,СТАРЧЕСКИЙ ДЕМЕНЦИЯ
110237-N,110237-N-720070,ЧУВСТВО БОЛЬ
110237-N,110237-N-122787,ФИЗИЧЕСКИЙ БОЛЬ
110237-N,110237-N-729477,БОЛЕЗНЕННЫЙ ОЩУЩЕНИЕ
110237-N,110237-N-133796,БОЛЬ
110237-N,110237-N-720073,ОЩУЩЕНИЕ БОЛЬ
110237-N,110237-N-720069,БОЛЕВОЙ ОЩУЩЕНИЕ
110237-N,110237-N-123143,ФИЗИЧЕСКИЙ СТРАДАНИЕ
107281-N,107281-N-154361,СТРАДАНИЕ
107281-N,107281-N-205658,МУЧЕНИЧЕСТВО
107281-N,107281-N-133796,БОЛЬ
107281-N,107281-N-142623,МУЧЕНИЕ
107281-N,107281-N-107033,МУКА
107281-N,107281-N-205973,МЫТАРСТВО
149339-N,149339-N-213710,РАНА В ДУША
149339-N,149339-N-133796,БОЛЬ
149339-N,149339-N-200915,БОЛЬ В ДУША
149339-N,149339-N-207537,ДУШЕВНЫЙ БОЛЬ
149339-N,149339-N-670936,ДУШЕВНЫЙ ПЫТКА
149339-N,149339-N-207539,ДУШЕВНЫЙ РАНА
149339-N,149339-N-725709,ДУШЕВНЫЙ СТРАДАНИЕ
149339-N,149339-N-202532,ДУШЕВНЫЙ НЕДУГ
149339-N,149339-N-213711,РАНА В СЕРДЦЕ
149339-N,149339-N-207541,СЕРДЕЧНЫЙ РАНА
149339-N,149339-N-207540,РАНА ДУША
4780-N,4780-N-720006,ОТРАВЛЕНИЕ ЯДОВИТЫЙ ВЕЩЕСТВО
4780-N,4780-N-702249,ТОКСИКАЦИЯ
4780-N,4780-N-104369,ИНТОКСИКАЦИЯ
4780-N,4780-N-108315,ОТРАВЛЕНИЕ
138113-N,138113-N-203289,НЕПРОХОДИМОСТЬ
127152-N,127152-N-203289,НЕПРОХОДИМОСТЬ
127152-N,127152-N-174312,НЕПРОХОДИМОСТЬ КИШЕЧНИК
127152-N,127152-N-750318,КИШЕЧНЫЙ НЕПРОХОДИМОСТЬ
133567-N,133567-N-188049,СИНДРОМ УКАЧИВАНИЕ
133567-N,133567-N-155867,УКАЧИВАНИЕ
133567-N,133567-N-188047,ВЕСТИБУЛО-ВЕГЕТАТИВНЫЙ НЕУСТОЙЧИВОСТЬ
133567-N,133567-N-188048,НАРУШЕНИЕ ВЕСТИБУЛЯРНЫЙ АППАРАТ
133567-N,133567-N-188051,РАССТРОЙСТВО ВЕСТИБУЛЯРНЫЙ ФУНКЦИЯ
133567-N,133567-N-755313,УКАЧИВАНИЕ В ТРАНСПОРТ
133567-N,133567-N-188046,БОЛЕЗНЬ ПЕРЕДВИЖЕНИЕ
139374-N,139374-N-207063,ФИЗИОЛОГИЧЕСКИЙ ЖЕЛТУХА НОВОРОЖДЕННЫЙ
139374-N,139374-N-681196,ЖЕЛТУШКА
139374-N,139374-N-207064,ЖЕЛТУХА НОВОРОЖДЕННЫЙ
2046-N,2046-N-762253,ЗАРАЖЕНИЕ ВИРУС
2046-N,2046-N-122047,ИНФЕКЦИОННО-ВИРУСНЫЙ БОЛЕЗНЬ
2046-N,2046-N-691499,ИНФЕКЦИОННО-ВИРУСНЫЙ ЗАБОЛЕВАНИЕ
2046-N,2046-N-134544,ВИРУСНЫЙ ЗАБОЛЕВАНИЕ
2046-N,2046-N-195862,ВИРУСНЫЙ ИНФЕКЦИЯ
2046-N,2046-N-101551,ВИРУСНЫЙ БОЛЕЗНЬ
153162-N,153162-N-115814,ГИПСОВАНИЕ
153162-N,153162-N-747058,НАЛОЖЕНИЕ ГИПСОВЫЙ ПОВЯЗКА
7393-N,7393-N-119840,АРТЕРОСКЛЕРОЗ
7393-N,7393-N-124857,АРТЕРИОСКЛЕРОЗ
7393-N,7393-N-124858,АТЕРОСКЛЕРОЗ
130971-N,130971-N-738347,ДРОЖЬ В ТЕЛО
130971-N,130971-N-155432,ТРЯСЕНИЕ
130971-N,130971-N-742691,ТРЯСУЧКА
130971-N,130971-N-181975,ДРОЖЬ
130971-N,130971-N-137307,ДРОЖАНИЕ
142678-N,142678-N-191161,ЗАКЛЮЧЕННАЯ
142678-N,142678-N-217549,ЛИЦО ОТБЫВАТЬ ЗАКЛЮЧЕНИЕ
142678-N,142678-N-760707,СИДЕЛЕЦ
142678-N,142678-N-199788,ЗЭК
142678-N,142678-N-193691,ЗЕК
142678-N,142678-N-176748,ЗАКЛЮЧЕННЫЙ
142678-N,142678-N-217548,ЛИЦО ОТБЫВАТЬ ЛИШЕНИЕ СВОБОДА
142678-N,142678-N-217550,ЛИЦО ОТБЫВАТЬ СРОК ЗАКЛЮЧЕНИЕ
2059-N,2059-N-113015,ТРАВМАТИЗМ
2059-N,2059-N-113014,ТРАВМА
2059-N,2059-N-113703,ФИЗИЧЕСКИЙ ТРАВМА
2059-N,2059-N-122208,ТРАВМАТИЧЕСКИЙ ПОВРЕЖДЕНИЕ
119518-N,119518-N-159614,МОРЩИНИСТОСТЬ
124613-N,124613-N-189827,МЫШЕЧНЫЙ НЕКРОЗ
124613-N,124613-N-187794,ОТМИРАНИЕ
124613-N,124613-N-168847,ОМЕРТВЕНИЕ
124613-N,124613-N-189826,НЕКРОЗ ТКАНЬ
124613-N,124613-N-189825,НЕКРОЗ
138478-N,138478-N-745204,МАЛОКОМПЕТЕНТНОСТЬ
138478-N,138478-N-166608,БЕЗГРАМОТНОСТЬ
138478-N,138478-N-712878,МАЛОГРАМОТНОСТЬ
138478-N,138478-N-166610,НЕГРАМОТНОСТЬ
138478-N,138478-N-204786,НЕКОМПЕТЕНТНОСТЬ
152710-N,152710-N-166610,НЕГРАМОТНОСТЬ
123453-N,123453-N-166608,БЕЗГРАМОТНОСТЬ
123453-N,123453-N-166610,НЕГРАМОТНОСТЬ
119526-N,119526-N-712018,КОЛЮЩИЙ БОЛЬ
119526-N,119526-N-183945,КОЛОТЬЕ
4779-N,4779-N-104076,ЗУБОПРОТЕЗНЫЙ ПОМОЩЬ
4779-N,4779-N-122308,ЗУБОТЕХНИЧЕСКИЙ РАБОТА
4779-N,4779-N-215883,ВСТАВЛЕНИЕ ЗУБ
4779-N,4779-N-104074,ЗУБНОЙ ПРОТЕЗИРОВАНИЕ
4779-N,4779-N-215882,ВСТАВКА ЗУБ
4779-N,4779-N-104075,ЗУБОПРОТЕЗИРОВАНИЕ
4779-N,4779-N-705429,ПРОТЕЗИРОВАНИЕ ЗУБ
137675-N,137675-N-202187,НЕЧУВСТВИТЕЛЬНОСТЬ
109020-N,109020-N-216538,КАНДИДОЗНЫЙ СТОМАТИТ
109020-N,109020-N-142403,МОЛОЧНИЦА
119325-N,119325-N-152226,САМОНАДЕЯННОСТЬ
119325-N,119325-N-159140,САМОУВЕРЕННОСТЬ
118531-N,118531-N-747765,СТУПОР
118531-N,118531-N-112140,СТОЛБНЯК
118531-N,118531-N-145937,ОЦЕПЕНЕНИЕ
118531-N,118531-N-164578,СТОЛБЕНЕНИЕ
113485-N,113485-N-136761,ДЕПРЕССИЯ
113485-N,113485-N-753108,ДЕПРЕССУХА
130802-N,130802-N-757269,ОБВАЛ ЭКОНОМИКА
130802-N,130802-N-136761,ДЕПРЕССИЯ
130802-N,130802-N-757287,ОБВАЛ В ЭКОНОМИКА
130802-N,130802-N-181594,ЭКОНОМИЧЕСКИЙ ДЕПРЕССИЯ
142357-N,142357-N-136761,ДЕПРЕССИЯ
142357-N,142357-N-181600,ДЕПРЕССИВНОСТЬ
142357-N,142357-N-216601,ДЕПРЕССИВНЫЙ РАССТРОЙСТВО
142357-N,142357-N-181598,ДЕПРЕССИВНЫЙ СОСТОЯНИЕ
142357-N,142357-N-719530,НЕРВНЫЙ ДЕПРЕССИЯ
111609-N,111609-N-108315,ОТРАВЛЕНИЕ
111608-N,111608-N-108315,ОТРАВЛЕНИЕ
4780-N,4780-N-720006,ОТРАВЛЕНИЕ ЯДОВИТЫЙ ВЕЩЕСТВО
4780-N,4780-N-702249,ТОКСИКАЦИЯ
4780-N,4780-N-104369,ИНТОКСИКАЦИЯ
4780-N,4780-N-108315,ОТРАВЛЕНИЕ
111606-N,111606-N-108315,ОТРАВЛЕНИЕ
111610-N,111610-N-108315,ОТРАВЛЕНИЕ
133554-N,133554-N-188026,МОЛОЧНЫЙ КИСЛОТА
110150-N,110150-N-142209,МИГРЕНЬ
125067-N,125067-N-169647,АРИТМИЯ
125067-N,125067-N-744292,СЕРДЕЧНЫЙ АРИТМИЯ
125067-N,125067-N-746531,ПЕРЕБОЙ В РИТМ СЕРДЦЕ
125067-N,125067-N-746533,ПЕРЕБОЙ В РАБОТА СЕРДЦЕ
125067-N,125067-N-744293,НАРУШЕНИЕ СЕРДЕЧНЫЙ РИТМ
125221-N,125221-N-119954,СЛЕПОТА
125221-N,125221-N-119679,БЛИЗОРУКОСТЬ
125221-N,125221-N-203976,НЕДАЛЬНОВИДНОСТЬ
125221-N,125221-N-711632,НЕПРЕДУСМОТРИТЕЛЬНОСТЬ
9608-N,9608-N-182521,ПОЛНЫЙ ПОТЕРЯ ЗРЕНИЕ
9608-N,9608-N-119954,СЛЕПОТА
5776-N,5776-N-116324,ТРАНСПОРТНЫЙ ПРОИСШЕСТВИЕ
5776-N,5776-N-193679,ДТП
5776-N,5776-N-103381,ДОРОЖНО-ТРАНСПОРТНЫЙ ПРОИСШЕСТВИЕ
5776-N,5776-N-211368,ДОРОЖНО-ТРАНСПОРТНЫЙ АВАРИЯ
5776-N,5776-N-124508,ДОРОЖНЫЙ АВАРИЯ
5776-N,5776-N-184894,ПРОИСШЕСТВИЕ С ПОДВИЖНОЙ СОСТАВ
5776-N,5776-N-103380,ДОРОЖНО-ТРАНСПОРТНЫЙ АВАРИЙНОСТЬ
5776-N,5776-N-720834,ДОРОЖНЫЙ ПРОИСШЕСТВИЕ
134110-N,134110-N-760178,ПРИПОДНЯТЫЙ СОСТОЯНИЕ ДУША
134110-N,134110-N-749705,ПРИПОДНЯТЫЙ НАСТРОЙ
134110-N,134110-N-749704,ПРИПОДНЯТЫЙ НАСТРОЕНИЕ
134110-N,134110-N-189471,ПРИПОДНЯТОСТЬ
134110-N,134110-N-760177,ПРИПОДНЯТЫЙ СОСТОЯНИЕ
119117-N,119117-N-158665,НЕРЕШИТЕЛЬНОСТЬ
111256-N,111256-N-121272,НЕВРОТИЧЕСКИЙ СОСТОЯНИЕ
111256-N,111256-N-739142,ПСИХОНЕВРОЗ
111256-N,111256-N-107452,НЕВРОЗ
111256-N,111256-N-118805,НЕВРОТИЧЕСКИЙ СРЫВ
111256-N,111256-N-120096,НЕВРОТИЧЕСКИЙ РАССТРОЙСТВО
107063-N,107063-N-136107,ГНЕВ
7392-N,7392-N-113141,ТРОМБОФЛЕБИТ
9946-N,9946-N-123366,РАСОВЫЙ ГРУППА
9946-N,9946-N-707435,ЧЕЛОВЕЧЕСКИЙ РАСА
